"","Bat.species","Bat.family","Coronavirus.subgenus","Continent","Country","Reference"
"307","Rhinolophus shameli","Rhinolophidae","Rhinacovirus","Asia","China","Wang 2019 Viruses https://doi.org/10.3390/v11040379"
"308","Rhinolophus sinicus","Rhinolophidae","Sarbecovirus","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012"
"309","Rhinolophus sinicus","Rhinolophidae","Sarbecovirus","Asia","China","Ge 2013 Nature https://doi.org/10.1038/nature12711"
"310","Rhinolophus sinicus","Rhinolophidae","Rhinacovirus","Asia","China","Ge 2016 Virologica Sinica https://doi.org/10.1007/s12250-016-3713-9"
"311","Rhinolophus sinicus","Rhinolophidae","Sarbecovirus","Asia","China","Han 2019 Frontiers in Microbiology https://www.frontiersin.org/articles/10.3389/fmicb.2019.01900/full"
"312","Rhinolophus sinicus","Rhinolophidae","Sarbecovirus","Asia","China","Hu 2017 PLoS Pathog https://doi.org/10.1371/journal.ppat.1006698"
"313","Rhinolophus sinicus","Rhinolophidae","Sarbecovirus","Asia","China","Hu 2018 Emerg Microb Infect https://doi.org/10.1038/s41426-018-0155-5"
"314","Rhinolophus sinicus","Rhinolophidae","Sarbecovirus","Asia","China","Latinne 2020 Nature Communications https://www.nature.com/articles/s41467-020-17687-33"
"315","Rhinolophus sinicus","Rhinolophidae","Rhinacovirus","Asia","China","Latinne 2020 Nature Communications https://www.nature.com/articles/s41467-020-17687-33"
"316","Rhinolophus sinicus","Rhinolophidae","Sarbecovirus","Asia","China","Lau 2005 PNAS https://doi.org/10.1073/pnas.0506735102"
"317","Rhinolophus sinicus","Rhinolophidae","Rhinacovirus","Asia","China","Lau 2007 Virology https://doi.org/10.1016/j.virol.2007.06.009"
"318","Rhinolophus sinicus","Rhinolophidae","Sarbecovirus","Asia","China","Lau 2010 Journal of Virology https://doi.org/10.1128/JVI.02219-09"
"319","Rhinolophus sinicus","Rhinolophidae","Sarbecovirus","Asia","China","Lau 2018 JID https://doi.org/10.1093/infdis/jiy018"
"320","Rhinolophus sinicus","Rhinolophidae","Sarbecovirus","Asia","China","Lau 2021 Hong Kong Medical Journal https://www.hkmj.org/abstracts/v27 Suppl 2n3/23.htm"
"321","Rhinolophus sinicus","Rhinolophidae","Sarbecovirus","Asia","China","Lin 2017 Virology https://doi.org/10.1016/j.virol.2017.03.019"
"322","Rhinolophus sinicus","Rhinolophidae","Rhinacovirus","Asia","China","PREDICT database http://data.predict.global/"
"323","Rhinolophus sinicus","Rhinolophidae","Sarbecovirus","Asia","China","PREDICT database http://data.predict.global/"
"324","Rhinolophus sinicus","Rhinolophidae","Nobecovirus","Asia","China","PREDICT database http://data.predict.global/"
"325","Rhinolophus sinicus","Rhinolophidae","Sarbecovirus","Asia","China","Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06"
"326","Rhinolophus sinicus","Rhinolophidae","Sarbecovirus","Asia","China","Wang 2016 Virologica Sinica http://dx.doi.org/10.1007/s12250-015-3703-3"
"327","Rhinolophus sinicus","Rhinolophidae","Sarbecovirus","Asia","China","Wang 2019 Viruses https://doi.org/10.3390/v11040379"
"328","Rhinolophus sinicus","Rhinolophidae","Rhinacovirus","Asia","China","Woo 2006 Virology https://doi.org/10.1016/j.virol.2006.02.041"
"329","Rhinolophus sinicus","Rhinolophidae","Sarbecovirus","Asia","China","Woo 2006 Virology https://doi.org/10.1016/j.virol.2006.02.041"
"330","Rhinolophus sinicus","Rhinolophidae","Rhinacovirus","Asia","China","Woo 2007 J Virol https://doi.org/10.1128/JVI.02182-06"
"331","Rhinolophus sinicus","Rhinolophidae","Sarbecovirus","Asia","China","Woo 2007 J Virol https://doi.org/10.1128/JVI.02182-06"
"332","Rhinolophus sinicus","Rhinolophidae","Sarbecovirus","Asia","China","Wu 2015 ISME J https://doi.org/10.1038/ismej.2015.138"
"333","Rhinolophus sinicus","Rhinolophidae","Rhinacovirus","Asia","China","Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1"
"334","Rhinolophus sinicus","Rhinolophidae","Sarbecovirus","Asia","China","Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1"
"335","Rhinolophus sinicus","Rhinolophidae","Rhinacovirus","Asia","China","Xu 2016 Virologica Sinica https://doi.org/10.1007/s12250-016-3727-3"
"336","Rhinolophus sinicus","Rhinolophidae","Sarbecovirus","Asia","China","Xu 2016 Virologica Sinica https://doi.org/10.1007/s12250-016-3727-3"
"337","Rhinolophus sinicus","Rhinolophidae","Sarbecovirus","Asia","China","Yang 2016 Journal of Virology https://doi.org/10.1128/JVI.02582-15"
"338","Rhinolophus sinicus","Rhinolophidae","Sarbecovirus","Asia","China","Yuan 2010 J Gen Virol https://doi.org/10.1099/vir.0.016378-0"
"339","Rhinolophus sinicus","Rhinolophidae","Sarbecovirus","Asia","China","Yuen 2012 Hong Kong Medical Journal https://www.hkmj.org/abstracts/v18n1s2/25.htm"
"340","Rhinolophus sinicus","Rhinolophidae","Rhinacovirus","Asia","China","Zhou 2018 Nature https://doi.org/10.1038/s41586-018-0010-9"
"341","Rhinolophus sinicus","Rhinolophidae","Sarbecovirus","Asia","China","Zhou 2021 Cell https://doi.org/10.1016/j.cell.2021.06.008"
"342","Rhinolophus stheno","Rhinolophidae","Sarbecovirus","Asia","China","Guo 2021 bioRxiv https://doi.org/10.1101/2021.05.21.445091"
"343","Rhinolophus stheno","Rhinolophidae","Rhinacovirus","Asia","China","Lau 2015 Journal of Virology https://doi.org/10.1128/JVI.01048-15"
"344","Rhinolophus stheno","Rhinolophidae","Sarbecovirus","Asia","China","Zhou 2021 Cell https://doi.org/10.1016/j.cell.2021.06.008"
"345","Rhinolophus stheno","Rhinolophidae","Rhinacovirus","Asia","China","Zhou 2021 Cell https://doi.org/10.1016/j.cell.2021.06.008"
"346","Rhinolophus thomasi","Rhinolophidae","Sarbecovirus","Asia","China","Lin 2017 Virology https://doi.org/10.1016/j.virol.2017.03.019"
"347","Rhinolophus thomasi","Rhinolophidae","Rhinacovirus","Asia","China","PREDICT database http://data.predict.global/"
"348","Rhinonicteris aurantia","Rhinonycteridae","Hibecovirus","Oceania","Australia","Smith 2016 EcoHealth https://doi.org/10.1007/s10393-016-1116-x"
"349","Triaenops afer","Rhinonycteridae","Setracovirus","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012"
"350","Triaenops afer","Rhinonycteridae","Setracovirus","Africa","Mozambique","Joffrin 2020 Sci Rep https://doi.org/10.1038/s41598-020-63799-7"
"351","Triaenops afer","Rhinonycteridae","Setracovirus","Africa","Democratic Republic of the Congo, Republic of the Congo","Kumakamba 2021 PLoS ONE https://doi.org/10.1371/journal.pone.0236971"
"352","Triaenops afer","Rhinonycteridae","Setracovirus","Africa","Kenya","Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16"
"353","Triaenops persicus","Rhinonycteridae","Merbecovirus","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012"
"354","Triaenops persicus","Rhinonycteridae","Nobecovirus","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012"
"355","Triaenops persicus","Rhinonycteridae","Setracovirus","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012"
"356","Triaenops persicus","Rhinonycteridae","Setracovirus","Africa","Democratic Republic of the Congo, Republic of the Congo","Kumakamba 2021 PLoS ONE https://doi.org/10.1371/journal.pone.0236971"
"357","Triaenops persicus","Rhinonycteridae","Nobecovirus","Africa","Rwanda, Tanzania, Uganda","Montecino-Latorre 2020 One Health Outlook https://doi.org/10.1186/s42522-019-0008-8"
"358","Triaenops persicus","Rhinonycteridae","Setracovirus","Africa","Rwanda, Tanzania, Uganda","Montecino-Latorre 2020 One Health Outlook https://doi.org/10.1186/s42522-019-0008-8"
"359","Rhinopoma hardwickii","Rhinopomatidae","Nobecovirus","Africa, Asia","Jordan, Ethiopia","PREDICT database http://data.predict.global/"
"360","Rhinopoma hardwickii","Rhinopomatidae","Sarbecovirus","Africa, Asia","Jordan, Ethiopia","PREDICT database http://data.predict.global/"
"361","Eptesicus isabellinus","Vespertilionidae","Merbecovirus","Europe","Spain","Falcon 2011 Archives of Virology https://doi.org/10.1007/s00705-011-1057-1"
"362","Eptesicus nilssonii","Vespertilionidae","Merbecovirus","Europe","Finland","Kivisto 2019 VBZD https://doi.org/10.1089/vbz.2018.2367"
"363","Eptesicus serotinus","Vespertilionidae","Merbecovirus","Europe","Italy","De Benedictis 2013 Virus Genes https://doi.org/10.1007/s11262-013-1008-x"
"364","Eptesicus serotinus","Vespertilionidae","Merbecovirus","Asia","China","Han 2017 ZPH https://doi.org/10.1111/zph.12358"
"365","Eptesicus serotinus","Vespertilionidae","Merbecovirus","Asia","South Korea","Lee 2017 Microbial Ecology https://doi.org/10.1007/s00248-017-1033-8"
"366","Eptesicus serotinus","Vespertilionidae","Merbecovirus","Asia","South Korea","Lee 2021 Transboundary and Emerging Diseases https://doi.org/10.1111/tbed.14324"
"367","Glauconycteris variegata","Vespertilionidae","Nobecovirus","Africa","DR Congo, Guinea, South Sudan","PREDICT database http://data.predict.global/"
"368","Hypsugo pulveratus","Vespertilionidae","Merbecovirus","Asia","China","Lau 2018 JID https://doi.org/10.1093/infdis/jiy018"
"369","Hypsugo pulveratus","Vespertilionidae","Merbecovirus","Asia","China","Lau 2021 Hong Kong Medical Journal https://www.hkmj.org/abstracts/v27 Suppl 2n3/23.htm"
"370","Hypsugo savii","Vespertilionidae","Merbecovirus","Europe","Spain","Falcon 2011 Archives of Virology https://doi.org/10.1007/s00705-011-1057-1"
"371","Hypsugo savii","Vespertilionidae","Merbecovirus","Europe","Italy","Lelli 2013 Viruses https://doi.org/10.3390/v5112679"
"372","Hypsugo savii","Vespertilionidae","Merbecovirus","Europe","Italy","Moreno 2017 Virology J https://doi.org/10.1186/s12985-017-0907-1"
"373","Ia io","Vespertilionidae","Merbecovirus","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012"
"374","Ia io","Vespertilionidae","Merbecovirus","Asia","China","Latinne 2020 Nature Communications https://www.nature.com/articles/s41467-020-17687-33"
"375","Ia io","Vespertilionidae","Merbecovirus","Asia","China","Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18"
"376","Myotis daubentonii","Vespertilionidae","Rhinacovirus","Asia","China","Lau 2015 Journal of Virology https://doi.org/10.1128/JVI.01048-15"
"377","Myotis daubentonii","Vespertilionidae","Merbecovirus","Asia","China","Xu 2016 Virologica Sinica https://doi.org/10.1007/s12250-016-3727-3"
"378","Myotis horsfieldii","Vespertilionidae","Nobecovirus","Asia","China","Latinne 2020 Nature Communications https://www.nature.com/articles/s41467-020-17687-33"
"379","Myotis ikonnikovi","Vespertilionidae","Merbecovirus","Asia","South Korea","Lee 2021 Transboundary and Emerging Diseases https://doi.org/10.1111/tbed.14324"
"380","Myotis laniger","Vespertilionidae","Rhinacovirus","Asia","China","Zhou 2021 Cell https://doi.org/10.1016/j.cell.2021.06.008"
"381","Myotis pequinius","Vespertilionidae","Merbecovirus","Asia","China","Han 2017 ZPH https://doi.org/10.1111/zph.12358"
"382","Myotis ricketti","Vespertilionidae","Merbecovirus","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012"
"383","Myotis ricketti","Vespertilionidae","Rhinacovirus","Asia","China","Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1"
"384","Myotis ricketti","Vespertilionidae","Merbecovirus","Asia","China","Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1"
"385","Myotis siligorensis","Vespertilionidae","Rhinacovirus","Asia","China, Laos","PREDICT database http://data.predict.global/"
"386","Myotis siligorensis","Vespertilionidae","Merbecovirus","Asia","China","Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1"
"387","Neoromicia capensis","Vespertilionidae","Merbecovirus","Africa","South Africa","Corman 2014 J Virol https://doi.org/10.1128/JVI.01498-14"
"388","Neoromicia capensis","Vespertilionidae","Merbecovirus","Africa","South Africa","Geldenhuys 2018 PLoS ONE https://dx.doi.org/10.1371%2Fjournal.pone.0194527"
"389","Neoromicia cf. zuluensis","Vespertilionidae","Merbecovirus","Africa","South Africa","Ithete 2013 Emerging Infectious Diseases https://dx.doi.org/10.3201%2Feid1910.130946"
"390","Neoromicia somalica","Vespertilionidae","Nobecovirus","Africa","Guinea, Ivory Coast, Sierra Leone","PREDICT database http://data.predict.global/"
"391","Nyctalus noctula","Vespertilionidae","Merbecovirus","Europe","Italy","Lelli 2013 Viruses https://doi.org/10.3390/v5112679"
"392","Pipistrellus abramus","Vespertilionidae","Merbecovirus","Asia","China","Latinne 2020 Nature Communications https://www.nature.com/articles/s41467-020-17687-33"
"393","Pipistrellus abramus","Vespertilionidae","Nobecovirus","Asia","China","Latinne 2020 Nature Communications https://www.nature.com/articles/s41467-020-17687-33"
"394","Pipistrellus abramus","Vespertilionidae","Merbecovirus","Asia","China","Lau 2013 J Virol https://doi.org/10.1128/JVI.01055-13"
"395","Pipistrellus abramus","Vespertilionidae","Merbecovirus","Asia","China","Lau 2021 Hong Kong Medical Journal https://www.hkmj.org/abstracts/v27 Suppl 2n3/23.htm"
"396","Pipistrellus abramus","Vespertilionidae","Merbecovirus","Asia","South Korea","Lee 2017 Microbial Ecology https://doi.org/10.1007/s00248-017-1033-8"
"397","Pipistrellus abramus","Vespertilionidae","Merbecovirus","Asia","South Korea","Lee 2021 Transboundary and Emerging Diseases https://doi.org/10.1111/tbed.14324"
"398","Pipistrellus abramus","Vespertilionidae","Sarbecovirus","Asia","South Korea","Lee 2021 Transboundary and Emerging Diseases https://doi.org/10.1111/tbed.14324"
"399","Pipistrellus abramus","Vespertilionidae","Merbecovirus","Asia","China","Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18"
"400","Pipistrellus abramus","Vespertilionidae","Merbecovirus","Asia","China","Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06"
"401","Pipistrellus abramus","Vespertilionidae","Merbecovirus","Asia","China","Woo 2006 Virology https://doi.org/10.1016/j.virol.2006.02.041"
"402","Pipistrellus abramus","Vespertilionidae","Merbecovirus","Asia","China","Wu 2015 ISME J https://doi.org/10.1038/ismej.2015.138"
"403","Pipistrellus abramus","Vespertilionidae","Merbecovirus","Asia","China","Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1"
"404","Pipistrellus cf. hesperidus","Vespertilionidae","Merbecovirus","Africa","Uganda","Anthony 2017 mBio https://doi.org/10.1128/mBio.00373-17"
"405","Pipistrellus cf. hesperidus","Vespertilionidae","Merbecovirus","Africa","Rwanda, Tanzania, Uganda","Montecino-Latorre 2020 One Health Outlook https://doi.org/10.1186/s42522-019-0008-8"
"406","Pipistrellus coromandra","Vespertilionidae","Merbecovirus","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012"
"407","Pipistrellus coromandra","Vespertilionidae","Merbecovirus","Asia","Laos, Cambodia","Lacroix 2017 IGE https://doi.org/10.1016/j.meegid.2016.11.029"
"408","Pipistrellus deserti","Vespertilionidae","Nobecovirus","Africa","Egypt","Shehata 2016 EID https://dx.doi.org/10.3201%2Feid2201.151397"
"409","Pipistrellus hesperidus","Vespertilionidae","Merbecovirus","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
"410","Pipistrellus kuhlii","Vespertilionidae","Merbecovirus","Europe","Italy","Lelli 2013 Viruses https://doi.org/10.3390/v5112679"
"411","Pipistrellus kuhlii","Vespertilionidae","Merbecovirus","Europe","Italy","Moreno 2017 Virology J https://doi.org/10.1186/s12985-017-0907-1"
"412","Pipistrellus minus","Vespertilionidae","Merbecovirus","Asia","China","Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18"
"413","Pipistrellus nathusii","Vespertilionidae","Merbecovirus","Europe","Germany, Romania, Ukraine","Annan 2013 EID https://dx.doi.org/10.3201%2Feid1903.121503"
"414","Pipistrellus pipistrellus","Vespertilionidae","Merbecovirus","Europe","Netherlands, Germany, Romania","Annan 2013 EID https://dx.doi.org/10.3201%2Feid1903.121503"
"415","Pipistrellus pipistrellus","Vespertilionidae","Merbecovirus","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012"
"416","Pipistrellus pipistrellus","Vespertilionidae","Merbecovirus","Asia","China","Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18"
"417","Pipistrellus pipistrellus","Vespertilionidae","Merbecovirus","Europe","Netherlands","Reusken 2010 VBZD https://doi.org/10.1089/vbz.2009.0173"
"418","Pipistrellus pipistrellus","Vespertilionidae","Merbecovirus","Asia","China","Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06"
"419","Pipistrellus pygmaeus","Vespertilionidae","Merbecovirus","Europe","Germany, Romania, Ukraine","Annan 2013 EID https://dx.doi.org/10.3201%2Feid1903.121503"
"420","Plecotus auritus","Vespertilionidae","Sarbecovirus","Europe","Italy","Lecis 2018 Virus Genes https://doi.org/10.1007/s11262-018-1614-8"
"421","Plecotus auritus","Vespertilionidae","Merbecovirus","Europe","Italy","Rizzo 2017 BMC Veterinary Research https://doi.org/10.1186/s12917-017-1307-x"
"422","Scotophilus dinganii","Vespertilionidae","Nobecovirus","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012"
"423","Scotophilus dinganii","Vespertilionidae","Nobecovirus","Africa","Cameroon","Ntumvi 2021 bioRxiv https://doi.org/10.1101/2021.09.03.458874"
"424","Scotophilus heathii","Vespertilionidae","Nobecovirus","Asia","Thailand","Wacharapluesadee 2015 Virology Journal https://doi.org/10.1186/s12985-015-0289-1"
"425","Scotophilus kuhlii","Vespertilionidae","Nobecovirus","Asia","Thailand","Wacharapluesadee 2015 Virology Journal https://doi.org/10.1186/s12985-015-0289-1"
"426","Scotophilus leucogaster","Vespertilionidae","Nobecovirus","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012"
"427","Scotophilus leucogaster","Vespertilionidae","Nobecovirus","Africa","Cameroon","Ntumvi 2021 bioRxiv https://doi.org/10.1101/2021.09.03.458874"
"428","Tylonycteris pachypus","Vespertilionidae","Merbecovirus","Asia","China","Latinne 2020 Nature Communications https://www.nature.com/articles/s41467-020-17687-33"
"429","Tylonycteris pachypus","Vespertilionidae","Merbecovirus","Asia","China","Lau 2013 J Virol https://doi.org/10.1128/JVI.01055-13"
"430","Tylonycteris pachypus","Vespertilionidae","Merbecovirus","Asia","China","Lau 2018 JID https://doi.org/10.1093/infdis/jiy018"
"431","Tylonycteris pachypus","Vespertilionidae","Merbecovirus","Asia","China","Lau 2021 Hong Kong Medical Journal https://www.hkmj.org/abstracts/v27 Suppl 2n3/23.htm"
"432","Tylonycteris pachypus","Vespertilionidae","Merbecovirus","Asia","China","Lau 2021 Nature Communications https://doi.org/10.1038/s41467-020-20458-9"
"433","Tylonycteris pachypus","Vespertilionidae","Merbecovirus","Asia","China","Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18"
"434","Tylonycteris pachypus","Vespertilionidae","Merbecovirus","Asia","China","Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06"
"435","Tylonycteris pachypus","Vespertilionidae","Merbecovirus","Asia","China","Woo 2006 Virology https://doi.org/10.1016/j.virol.2006.02.041"
"436","Tylonycteris pachypus","Vespertilionidae","Merbecovirus","Asia","China","Wu 2015 ISME J https://doi.org/10.1038/ismej.2015.138"
"437","Tylonycteris pachypus","Vespertilionidae","Rhinacovirus","Asia","China","Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1"
"438","Tylonycteris pachypus","Vespertilionidae","Merbecovirus","Asia","China","Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1"
"439","Tylonycteris robustula","Vespertilionidae","Rhinacovirus","Asia","China","Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1"
"440","Vespertilio murinus","Vespertilionidae","Merbecovirus","Europe","Switzerland","Hardmeier 2021 PLOS ONE https://doi.org/10.1371/journal.pone.0252534"
"441","Vespertilio sinensis","Vespertilionidae","Merbecovirus","Asia","China","Latinne 2020 Nature Communications https://www.nature.com/articles/s41467-020-17687-33"
"442","Vespertilio sinensis","Vespertilionidae","Hibecovirus","Asia","China","Latinne 2020 Nature Communications https://www.nature.com/articles/s41467-020-17687-33"
"443","Vespertilio sinensis","Vespertilionidae","Merbecovirus","Asia","South Korea","Lee 2017 Microbial Ecology https://doi.org/10.1007/s00248-017-1033-8"
"444","Vespertilio sinensis","Vespertilionidae","Merbecovirus","Asia","South Korea","Lee 2021 Transboundary and Emerging Diseases https://doi.org/10.1111/tbed.14324"
"445","Vespertilio superans","Vespertilionidae","Merbecovirus","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012"
"446","Vespertilio superans","Vespertilionidae","Merbecovirus","Asia","China","Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18"
"447","Vespertilio superans","Vespertilionidae","Merbecovirus","Asia","China","Wu 2015 ISME J https://doi.org/10.1038/ismej.2015.138"
"448","Vespertilio superans","Vespertilionidae","Merbecovirus","Asia","China","Yang 2014 EID https://dx.doi.org/10.3201%2Feid2007.140318"
