"Bat.species","Bat.family","Link","Continent","Country","Reference"
"Sturnira erythromos","Phyllostomidae","https://doi.org/10.1093/ve/vex012","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
"Sturnira lilium","Phyllostomidae","https://doi.org/10.1093/ve/vex012","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012"
"Sturnira lilium","Phyllostomidae","https://doi.org/10.1016/j.meegid.2016.07.034","America","Brazil","Goes 2016 IGE https://doi.org/10.1016/j.meegid.2016.07.034"
"Acerodon celebensis","Pteropodidae","http://data.predict.global/","Asia","Indonesia","PREDICT database http://data.predict.global/"
"Acerodon celebensis","Pteropodidae",NA,"Africa","Indonesia","PREDICT database http://data.predict.global/"
"Cynopterus brachyotis","Pteropodidae","https://doi.org/10.1093/ve/vex012","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
"Cynopterus brachyotis","Pteropodidae","https://doi.org/10.4142/jvs.2021.22.e70","Asia","Indonesia","Dharmayanti 2021 Journal of Veterinary Science https://doi.org/10.4142/jvs.2021.22.e70"
"Cynopterus brachyotis","Pteropodidae","https://doi.org/10.1099/jgv.0.001307","Asia","Singapore","Lim 2019 J Gen Virol https://doi.org/10.1099/jgv.0.001307"
"Cynopterus brachyotis","Pteropodidae","https://doi.org/10.1007/s00705-012-1410-z","Asia","Philippines","Tsuda 2012 Arch Virol https://doi.org/10.1007/s00705-012-1410-z"
"Cynopterus brachyotis","Pteropodidae","https://doi.org/10.1186/s12985-015-0289-1","Asia","Thailand","Wacharapluesadee 2015 Virology Journal https://doi.org/10.1186/s12985-015-0289-1"
"Cynopterus brachyotis","Pteropodidae","https://dx.doi.org/10.3201%2Feid1608.100208","Asia","Philippines","Watanabe 2010 EID https://dx.doi.org/10.3201%2Feid1608.100208"
"Cynopterus horsfieldii","Pteropodidae","https://doi.org/10.1093/ve/vex012","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
"Cynopterus horsfieldii","Pteropodidae",NA,"Asia","Lao PDR, Malaysia, Thailand, Vietnam","PREDICT database http://data.predict.global/"
"Cynopterus sphinx","Pteropodidae","https://doi.org/10.1093/ve/vex012","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
"Cynopterus sphinx","Pteropodidae","https://www.frontiersin.org/articles/10.3389/fmicb.2019.01900/full","Asia","China","Han 2019 Frontiers in Microbiology https://www.frontiersin.org/articles/10.3389/fmicb.2019.01900/full"
"Cynopterus sphinx","Pteropodidae","https://doi.org/10.1016/j.meegid.2016.11.029","Asia","Laos, Cambodia","Lacroix 2017 IGE https://doi.org/10.1016/j.meegid.2016.11.029"
"Cynopterus sphinx","Pteropodidae","https://www.nature.com/articles/s41467-020-17687-33","Asia","China","Latinne 2020 Nature Communications https://www.nature.com/articles/s41467-020-17687-33"
"Cynopterus sphinx","Pteropodidae","https://doi.org/10.21203/rs.3.rs-871965/v1","Asia","Laos","Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1"
"Cynopterus sphinx","Pteropodidae","https://doi.org/10.1186/s12985-015-0289-1","Asia","Thailand","Wacharapluesadee 2015 Virology Journal https://doi.org/10.1186/s12985-015-0289-1"
"Cynopterus sphinx","Pteropodidae","https://doi.org/10.1007/s12250-016-3727-3","Asia","China","Xu 2016 Virologica Sinica https://doi.org/10.1007/s12250-016-3727-3"
"Cynopterus sphinx","Pteropodidae",NA,"Asia","Bangladesh, Cambodia, China, Lao PDR, Malaysia, Myanmar, Nepal, Thailand","PREDICT database http://data.predict.global/"
"Dobsonia moluccensis","Pteropodidae","https://doi.org/10.1007/s00705-015-2342-1","Asia","Indonesia","Anindita 2015 Archiv Virol https://doi.org/10.1007/s00705-015-2342-1"
"Dyacopterus spadiceus","Pteropodidae","https://doi.org/10.1093/ve/vex012","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012"
"Eidolon dupreanum","Pteropodidae","https://doi.org/10.1186/s12985-015-0271-y","Africa","Madagascar","Razanajatovo 2015 Virology J https://doi.org/10.1186/s12985-015-0271-y"
"Eidolon helvum","Pteropodidae","https://doi.org/10.1093/ve/vex012","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
"Eidolon helvum","Pteropodidae","https://doi.org/10.1371/journal.pone.0236971","Africa","Democratic Republic of the Congo, Republic of the Congo","Kumakamba 2021 PLoS ONE https://doi.org/10.1371/journal.pone.0236971"
"Eidolon helvum","Pteropodidae","http://dx.doi.org/10.3390/v12080855","Africa","Guinea","Lacroix 2020 Viruses http://dx.doi.org/10.3390/v12080855"
"Eidolon helvum","Pteropodidae","https://doi.org/10.1007/s11262-016-1331-0","Africa","Nigeria","Leopardi 2016 Virus Genes https://doi.org/10.1007/s11262-016-1331-0"
"Eidolon helvum","Pteropodidae","https://dx.doi.org/10.3201%2Feid1911.131172","Asia","Saudi Arabia","Memish 2013 EID https://dx.doi.org/10.3201%2Feid1911.131172"
"Eidolon helvum","Pteropodidae","https://dx.doi.org/10.1371%2Fjournal.pone.0214227","Asia","Saudi Arabia","Mishra 2019 PLoS ONE https://dx.doi.org/10.1371%2Fjournal.pone.0214227"
"Eidolon helvum","Pteropodidae","https://doi.org/10.1186/s42522-019-0008-8","Africa","Rwanda, Tanzania, Uganda","Montecino-Latorre 2020 One Health Outlook https://doi.org/10.1186/s42522-019-0008-8"
"Eidolon helvum","Pteropodidae","https://doi.org/10.1101/2021.09.03.458874","Africa","Cameroon","Ntumvi 2021 bioRxiv https://doi.org/10.1101/2021.09.03.458874"
"Eidolon helvum","Pteropodidae","https://doi.org/10.1007/s10393-019-01458-8","Africa","Rwanda","Nziza 2019 EcoHealth https://doi.org/10.1007/s10393-019-01458-8"
"Eidolon helvum","Pteropodidae","https://doi.org/10.1128/JVI.01953-16","Africa","Kenya","Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16"
"Eidolon helvum","Pteropodidae","https://dx.doi.org/10.3201%2Feid1503.081013","Africa","Kenya","Tong 2009 EID https://dx.doi.org/10.3201%2Feid1503.081013"
"Eidolon helvum","Pteropodidae","https://doi.org/10.1007/s12250-016-3930-2","Africa","Kenya","Waruhiu 2017 Vir Sinica https://doi.org/10.1007/s12250-016-3930-2"
"Eonycteris spelaea","Pteropodidae","https://doi.org/10.1093/ve/vex012","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
"Eonycteris spelaea","Pteropodidae","https://doi.org/10.1016/j.meegid.2016.11.029","Asia","Laos, Cambodia","Lacroix 2017 IGE https://doi.org/10.1016/j.meegid.2016.11.029"
"Eonycteris spelaea","Pteropodidae","https://www.nature.com/articles/s41467-020-17687-33","Asia","China","Latinne 2020 Nature Communications https://www.nature.com/articles/s41467-020-17687-33"
"Eonycteris spelaea","Pteropodidae","https://doi.org/10.1007/s12250-018-0017-2","Asia","China","Luo 2018 Virologica Sinica https://doi.org/10.1007/s12250-018-0017-2"
"Eonycteris spelaea","Pteropodidae","https://doi.org/10.1111/tbed.12568","Asia","Singapore","Mendenhall 2016 TED https://doi.org/10.1111/tbed.12568"
"Eonycteris spelaea","Pteropodidae","https://doi.org/10.1093/ve/veaa017","Asia","Singapore","Paskey 2020 Virus Evolution https://doi.org/10.1093/ve/veaa017"
"Eonycteris spelaea","Pteropodidae","http://dx.doi.org/10.3390/v12050539","Asia","Singapore","Paskey 2020 Viruses http://dx.doi.org/10.3390/v12050539"
"Eonycteris spelaea","Pteropodidae","https://doi.org/10.21203/rs.3.rs-871965/v1","Asia","Laos","Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1"
"Eonycteris spelaea","Pteropodidae","https://dx.doi.org/10.3201%2Feid1608.100208","Asia","Philippines","Watanabe 2010 EID https://dx.doi.org/10.3201%2Feid1608.100208"
"Eonycteris spelaea","Pteropodidae","https://doi.org/10.21203/rs.3.rs-885194/v1","Asia","China","Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1"
"Epomophorus gambianus","Pteropodidae","https://doi.org/10.1093/ve/vex012","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
"Epomophorus gambianus","Pteropodidae","https://doi.org/10.4269/ajtmh.19-0872","Africa","Nigeria","Kia 2021 American Journal of Tropical Medicine and Hygiene https://doi.org/10.4269/ajtmh.19-0872"
"Epomophorus gambianus","Pteropodidae","http://dx.doi.org/10.3390/v12080855","Africa","Guinea","Lacroix 2020 Viruses http://dx.doi.org/10.3390/v12080855"
"Epomophorus gambianus","Pteropodidae","https://doi.org/10.1101/2021.09.03.458874","Africa","Cameroon","Ntumvi 2021 bioRxiv https://doi.org/10.1101/2021.09.03.458874"
"Epomophorus labiatus","Pteropodidae","https://doi.org/10.1007/s10393-019-01458-8","Africa","Rwanda","Nziza 2019 EcoHealth https://doi.org/10.1007/s10393-019-01458-8"
"Epomophorus labiatus","Pteropodidae","https://doi.org/10.1128/JVI.01953-16","Africa","Kenya","Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16"
"Epomops buettikoferi","Pteropodidae","http://data.predict.global/","Africa","Ghana, Guinea, Ivory Coast, Sierra Leone","PREDICT database http://data.predict.global/"
"Epomops franqueti","Pteropodidae","https://doi.org/10.1093/ve/vex012","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
"Epomops franqueti","Pteropodidae","https://doi.org/10.1371/journal.pone.0236971","Africa","Democratic Republic of the Congo, Republic of the Congo","Kumakamba 2021 PLoS ONE https://doi.org/10.1371/journal.pone.0236971"
"Epomops franqueti","Pteropodidae","https://doi.org/10.1101/2021.09.03.458874","Africa","Cameroon","Ntumvi 2021 bioRxiv https://doi.org/10.1101/2021.09.03.458874"
"Lissonycteris angolensis","Pteropodidae","http://dx.doi.org/10.3390/v12080855","Africa","Guinea","Lacroix 2020 Viruses http://dx.doi.org/10.3390/v12080855"
"Lissonycteris angolensis","Pteropodidae","https://doi.org/10.1186/s42522-019-0008-8","Africa","Rwanda, Tanzania, Uganda","Montecino-Latorre 2020 One Health Outlook https://doi.org/10.1186/s42522-019-0008-8"
"Macroglossus minimus","Pteropodidae","https://doi.org/10.4142/jvs.2021.22.e70","Asia","Indonesia","Dharmayanti 2021 Journal of Veterinary Science https://doi.org/10.4142/jvs.2021.22.e70"
"Macroglossus minimus","Pteropodidae","http://philjournalsci.dost.gov.ph/96-next-issue/vol-149-no-1-march-2020/1160-first-molecular-evidence-for-bat-betacoronavirus-in-mindanao","Asia","Philippines","Tampon 2020 Philippine Journal of Science http://philjournalsci.dost.gov.ph/96-next-issue/vol-149-no-1-march-2020/1160-first-molecular-evidence-for-bat-betacoronavirus-in-mindanao"
"Macroglossus minimus","Pteropodidae","https://doi.org/10.1007/s00705-012-1410-z","Asia","Philippines","Tsuda 2012 Arch Virol https://doi.org/10.1007/s00705-012-1410-z"
"Megaerops ecaudatus","Pteropodidae","http://data.predict.global/","Asia","Malaysia","PREDICT database http://data.predict.global/"
"Megaerops kusnotoi","Pteropodidae","https://doi.org/10.1007/s12250-016-3727-3","Asia","China","Xu 2016 Virologica Sinica https://doi.org/10.1007/s12250-016-3727-3"
"Megaerops niphanae","Pteropodidae","https://doi.org/10.1093/ve/vex012","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012"
"Megaerops niphanae","Pteropodidae","https://doi.org/10.1016/j.meegid.2016.11.029","Asia","Laos, Cambodia","Lacroix 2017 IGE https://doi.org/10.1016/j.meegid.2016.11.029"
"Megaloglossus woermanni","Pteropodidae","https://doi.org/10.1093/ve/vex012","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
"Megaloglossus woermanni","Pteropodidae","https://doi.org/10.1371/journal.pone.0236971","Africa","Democratic Republic of the Congo, Republic of the Congo","Kumakamba 2021 PLoS ONE https://doi.org/10.1371/journal.pone.0236971"
"Megaloglossus woermanni","Pteropodidae","https://doi.org/10.1101/2021.09.03.458874","Africa","Cameroon","Ntumvi 2021 bioRxiv https://doi.org/10.1101/2021.09.03.458874"
"Micropteropus pusillus","Pteropodidae","https://doi.org/10.1093/ve/vex012","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
"Micropteropus pusillus","Pteropodidae","https://doi.org/10.1371/journal.pone.0236971","Africa","Democratic Republic of the Congo, Republic of the Congo","Kumakamba 2021 PLoS ONE https://doi.org/10.1371/journal.pone.0236971"
"Micropteropus pusillus","Pteropodidae","https://dx.doi.org/10.1371%2Fjournal.pone.0100172","Africa","Central African Republic","Maganga 2014 PLoS ONE https://dx.doi.org/10.1371%2Fjournal.pone.0100172"
"Micropteropus pusillus","Pteropodidae","https://doi.org/10.1101/2021.09.03.458874","Africa","Cameroon","Ntumvi 2021 bioRxiv https://doi.org/10.1101/2021.09.03.458874"
"Micropteropus pusillus","Pteropodidae",NA,"Africa","Gabon","Maganga 2014 PLoS ONE https://dx.doi.org/10.1371%2Fjournal.pone.0100172"
"Myonycteris angolensis","Pteropodidae","https://doi.org/10.1093/ve/vex012","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
"Myonycteris angolensis","Pteropodidae","https://doi.org/10.1093/ve/vex012","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
"Myonycteris angolensis","Pteropodidae","https://doi.org/10.1007/s10393-019-01458-8","Africa","Rwanda","Nziza 2019 EcoHealth https://doi.org/10.1007/s10393-019-01458-8"
"Myonycteris angolensis","Pteropodidae",NA,"Africa","Cameroon, Ghana, Guinea, Ivory Coast, Liberia, Republic of Congo, Rwanda, Sierra Leone, Uganda","PREDICT database http://data.predict.global/"
"Myonycteris torquata","Pteropodidae","https://doi.org/10.1101/2021.09.03.458874","Africa","Cameroon","Ntumvi 2021 bioRxiv https://doi.org/10.1101/2021.09.03.458874"
"Myonycteris torquata","Pteropodidae","http://data.predict.global/","Africa","Cameroon, DR Congo, Gabon, Republic of Congo","PREDICT database http://data.predict.global/"
"Nanonycteris veldkampii","Pteropodidae","http://dx.doi.org/10.3390/v12080855","Africa","Guinea","Lacroix 2020 Viruses http://dx.doi.org/10.3390/v12080855"
"Ptenochirus jagori","Pteropodidae","https://doi.org/10.1007/s00705-012-1410-z","Asia","Philippines","Tsuda 2012 Arch Virol https://doi.org/10.1007/s00705-012-1410-z"
"Ptenochirus jagori","Pteropodidae","https://dx.doi.org/10.3201%2Feid1608.100208","Asia","Philippines","Watanabe 2010 EID https://dx.doi.org/10.3201%2Feid1608.100208"
"Pteropus alecto","Pteropodidae","https://doi.org/10.1093/ve/vex012","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012"
"Pteropus alecto","Pteropodidae","https://doi.org/10.21157/ijtvbr.v3i2.12359","Asia","Indonesia","Febriani 2018 IJTVBR https://doi.org/10.21157/ijtvbr.v3i2.12359"
"Pteropus alecto","Pteropodidae","https://doi.org/10.1007/s10393-016-1116-x","Asia, Oceania","Australia, Indonesia, Papua New Guinea","Smith 2016 EcoHealth https://doi.org/10.1007/s10393-016-1116-x"
"Pteropus conspicillatus","Pteropodidae","http://data.predict.global/","Asia","Indonesia","PREDICT database http://data.predict.global/"
"Pteropus giganteus","Pteropodidae","https://doi.org/10.1093/ve/vex012","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
"Pteropus lylei","Pteropodidae","http://data.predict.global/","Asia","Cambodia, Thailand, Vietnam","PREDICT database http://data.predict.global/"
"Pteropus lylei","Pteropodidae","https://doi.org/10.1186/s12985-018-0950-6","Asia","Thailand","Wacharapluesadee 2018 Virology Journal https://doi.org/10.1186/s12985-018-0950-6"
"Pteropus medius","Pteropodidae","https://doi.org/10.1128/mBio.00598-13","Asia","Bangladesh","Anthony 2013 mBio https://doi.org/10.1128/mBio.00598-13"
"Pteropus medius","Pteropodidae","https://doi.org/10.1111/tbed.12851","Asia","Sri Lanka","Kudagammana 2018 TED https://doi.org/10.1111/tbed.12851"
"Pteropus medius","Pteropodidae","https://doi.org/https://doi.org/10.4103/ijmr.IJMR_795_20","Asia","India","Yadav 2020 Indian Journal of Medical Research https://doi.org/https://doi.org/10.4103/ijmr.IJMR_795_20"
"Pteropus rufus","Pteropodidae","https://doi.org/10.1186/s12985-015-0271-y","Africa","Madagascar","Razanajatovo 2015 Virology J https://doi.org/10.1186/s12985-015-0271-y"
"Rousettus aegyptiacus","Pteropodidae","https://doi.org/10.1093/ve/vex012","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
"Rousettus aegyptiacus","Pteropodidae","http://dx.doi.org/10.3390/v12080855","Africa","Guinea","Lacroix 2020 Viruses http://dx.doi.org/10.3390/v12080855"
"Rousettus aegyptiacus","Pteropodidae","https://doi.org/10.1186/s42522-019-0008-8","Africa","Rwanda, Tanzania, Uganda","Montecino-Latorre 2020 One Health Outlook https://doi.org/10.1186/s42522-019-0008-8"
"Rousettus aegyptiacus","Pteropodidae","https://doi.org/10.1101/2021.09.03.458874","Africa","Cameroon","Ntumvi 2021 bioRxiv https://doi.org/10.1101/2021.09.03.458874"
"Rousettus aegyptiacus","Pteropodidae","https://doi.org/10.1007/s10393-019-01458-8","Africa","Rwanda","Nziza 2019 EcoHealth https://doi.org/10.1007/s10393-019-01458-8"
"Rousettus aegyptiacus","Pteropodidae","https://dx.doi.org/10.3201%2Feid2201.151397","Asia, Africa","Lebanon, Egypt","Shehata 2016 EID https://dx.doi.org/10.3201%2Feid2201.151397"
"Rousettus aegyptiacus","Pteropodidae","https://doi.org/10.1128/JVI.01953-16","Africa","Kenya","Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16"
"Rousettus aegyptiacus","Pteropodidae","https://dx.doi.org/10.3201%2Feid1503.081013","Africa","Kenya","Tong 2009 EID https://dx.doi.org/10.3201%2Feid1503.081013"
"Rousettus aegyptiacus","Pteropodidae","https://doi.org/10.1007/s12250-016-3930-2","Africa","Kenya","Waruhiu 2017 Vir Sinica https://doi.org/10.1007/s12250-016-3930-2"
"Rousettus amplexicaudatus","Pteropodidae","https://doi.org/10.1093/ve/vex012","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012"
"Rousettus amplexicaudatus","Pteropodidae","https://doi.org/10.4142/jvs.2021.22.e70","Asia","Indonesia","Dharmayanti 2021 Journal of Veterinary Science https://doi.org/10.4142/jvs.2021.22.e70"
"Rousettus amplexicaudatus","Pteropodidae","https://doi.org/10.1016/j.meegid.2016.11.029","Asia","Laos, Cambodia","Lacroix 2017 IGE https://doi.org/10.1016/j.meegid.2016.11.029"
"Rousettus amplexicaudatus","Pteropodidae","https://doi.org/10.1007/s00705-012-1410-z","Asia","Philippines","Tsuda 2012 Arch Virol https://doi.org/10.1007/s00705-012-1410-z"
"Rousettus amplexicaudatus","Pteropodidae","https://dx.doi.org/10.3201%2Feid1608.100208","Asia","Philippines","Watanabe 2010 EID https://dx.doi.org/10.3201%2Feid1608.100208"
"Rousettus leschenaultii","Pteropodidae","https://doi.org/10.1093/ve/vex012","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
"Rousettus leschenaultii","Pteropodidae","https://dx.doi.org/10.1371%2Fjournal.ppat.1005883","Asia","China","Huang 2016 PLoS Path https://dx.doi.org/10.1371%2Fjournal.ppat.1005883"
"Rousettus leschenaultii","Pteropodidae","https://doi.org/10.1016/j.meegid.2016.11.029","Asia","Laos, Cambodia","Lacroix 2017 IGE https://doi.org/10.1016/j.meegid.2016.11.029"
"Rousettus leschenaultii","Pteropodidae","https://doi.org/10.1128/JVI.01121-10","Asia","China","Lau 2010 Journal of Virology https://doi.org/10.1128/JVI.01121-10"
"Rousettus leschenaultii","Pteropodidae","https://doi.org/10.1128/JVI.01305-12","Asia","China","Lau 2012 Journal of Virology https://doi.org/10.1128/JVI.01305-12"
"Rousettus leschenaultii","Pteropodidae","https://doi.org/10.1128/JVI.01048-15","Asia","China","Lau 2015 Journal of Virology https://doi.org/10.1128/JVI.01048-15"
"Rousettus leschenaultii","Pteropodidae","https://www.hkmj.org/abstracts/v27 Suppl 2n3/23.htm","Asia","China","Lau 2021 Hong Kong Medical Journal https://www.hkmj.org/abstracts/v27 Suppl 2n3/23.htm"
"Rousettus leschenaultii","Pteropodidae","https://doi.org/10.1007/s12250-018-0017-2","Asia","China","Luo 2018 Virologica Sinica https://doi.org/10.1007/s12250-018-0017-2"
"Rousettus leschenaultii","Pteropodidae","https://doi.org/10.3390/vaccines9060650","Asia","Sri Lanka","Muzeniek 2021 Vaccines https://doi.org/10.3390/vaccines9060650"
"Rousettus leschenaultii","Pteropodidae","https://doi.org/10.1007/s11427-017-9263-6","Asia","China","Obameso 2017 Sci China Life Sci https://doi.org/10.1007/s11427-017-9263-6"
"Rousettus leschenaultii","Pteropodidae","https://doi.org/10.1128/JVI.02182-06","Asia","China","Woo 2007 J Virol https://doi.org/10.1128/JVI.02182-06"
"Rousettus leschenaultii","Pteropodidae","https://doi.org/10.21203/rs.3.rs-885194/v1","Asia","China","Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1"
"Rousettus leschenaultii","Pteropodidae","https://doi.org/10.21203/rs.3.rs-885194/v1","Asia","China","Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1"
"Rousettus leschenaultii","Pteropodidae","https://doi.org/10.1007/s12250-016-3727-3","Asia","China","Xu 2016 Virologica Sinica https://doi.org/10.1007/s12250-016-3727-3"
"Rousettus madagascariensis","Pteropodidae","https://doi.org/10.1038/s41598-020-63799-7","Africa","Madagascar","Joffrin 2020 Sci Rep https://doi.org/10.1038/s41598-020-63799-7"
"Rhinolophus acuminatus","Rhinolophidae","http://data.predict.global/","Asia","Malaysia","PREDICT database http://data.predict.global/"
"Rhinolophus acuminatus","Rhinolophidae","https://doi.org/10.1038/s41467-021-21240-1","Asia","Thailand","Wacharapluesadee 2021 Nature Communications https://doi.org/10.1038/s41467-021-21240-1"
"Rhinolophus affinis","Rhinolophidae","https://doi.org/10.1093/ve/vex012","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
