"","Bat.species","Bat.family","Continent","Country","Reference","Link"
"260","Eidolon helvum","Pteropodidae","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/","https://doi.org/10.1093/ve/vex012"
"261","Eidolon helvum","Pteropodidae","Africa","Democratic Republic of the Congo, Republic of the Congo","Kumakamba 2021 PLoS ONE https://doi.org/10.1371/journal.pone.0236971","https://doi.org/10.1371/journal.pone.0236971"
"262","Eidolon helvum","Pteropodidae","Africa","Guinea","Lacroix 2020 Viruses http://dx.doi.org/10.3390/v12080855","http://dx.doi.org/10.3390/v12080855"
"263","Eidolon helvum","Pteropodidae","Africa","Nigeria","Leopardi 2016 Virus Genes https://doi.org/10.1007/s11262-016-1331-0","https://doi.org/10.1007/s11262-016-1331-0"
"264","Eidolon helvum","Pteropodidae","Asia","Saudi Arabia","Memish 2013 EID https://dx.doi.org/10.3201%2Feid1911.131172","https://dx.doi.org/10.3201%2Feid1911.131172"
"265","Eidolon helvum","Pteropodidae","Asia","Saudi Arabia","Mishra 2019 PLoS ONE https://dx.doi.org/10.1371%2Fjournal.pone.0214227","https://dx.doi.org/10.1371%2Fjournal.pone.0214227"
"266","Eidolon helvum","Pteropodidae","Africa","Rwanda, Tanzania, Uganda","Montecino-Latorre 2020 One Health Outlook https://doi.org/10.1186/s42522-019-0008-8","https://doi.org/10.1186/s42522-019-0008-8"
"267","Eidolon helvum","Pteropodidae","Africa","Cameroon","Ntumvi 2021 bioRxiv https://doi.org/10.1101/2021.09.03.458874","https://doi.org/10.1101/2021.09.03.458874"
"268","Eidolon helvum","Pteropodidae","Africa","Rwanda","Nziza 2019 EcoHealth https://doi.org/10.1007/s10393-019-01458-8","https://doi.org/10.1007/s10393-019-01458-8"
"269","Eidolon helvum","Pteropodidae","Africa","Kenya","Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16","https://doi.org/10.1128/JVI.01953-16"
"270","Eidolon helvum","Pteropodidae","Africa","Kenya","Tong 2009 EID https://dx.doi.org/10.3201%2Feid1503.081013","https://dx.doi.org/10.3201%2Feid1503.081013"
"271","Eidolon helvum","Pteropodidae","Africa","Kenya","Waruhiu 2017 Vir Sinica https://doi.org/10.1007/s12250-016-3930-2","https://doi.org/10.1007/s12250-016-3930-2"
"272","Eonycteris spelaea","Pteropodidae","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/","https://doi.org/10.1093/ve/vex012"
"273","Eonycteris spelaea","Pteropodidae","Asia","Laos, Cambodia","Lacroix 2017 IGE https://doi.org/10.1016/j.meegid.2016.11.029","https://doi.org/10.1016/j.meegid.2016.11.029"
"274","Eonycteris spelaea","Pteropodidae","Asia","China","Latinne 2020 Nature Communications https://www.nature.com/articles/s41467-020-17687-33","https://www.nature.com/articles/s41467-020-17687-33"
"275","Eonycteris spelaea","Pteropodidae","Asia","China","Luo 2018 Virologica Sinica https://doi.org/10.1007/s12250-018-0017-2","https://doi.org/10.1007/s12250-018-0017-2"
"276","Eonycteris spelaea","Pteropodidae","Asia","Singapore","Mendenhall 2016 TED https://doi.org/10.1111/tbed.12568","https://doi.org/10.1111/tbed.12568"
"277","Eonycteris spelaea","Pteropodidae","Asia","Singapore","Paskey 2020 Virus Evolution https://doi.org/10.1093/ve/veaa017","https://doi.org/10.1093/ve/veaa017"
"278","Eonycteris spelaea","Pteropodidae","Asia","Singapore","Paskey 2020 Viruses http://dx.doi.org/10.3390/v12050539","http://dx.doi.org/10.3390/v12050539"
"279","Eonycteris spelaea","Pteropodidae","Asia","Laos","Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1","https://doi.org/10.21203/rs.3.rs-871965/v1"
"280","Eonycteris spelaea","Pteropodidae","Asia","Philippines","Watanabe 2010 EID https://dx.doi.org/10.3201%2Feid1608.100208","https://dx.doi.org/10.3201%2Feid1608.100208"
"281","Eonycteris spelaea","Pteropodidae","Asia","China","Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1","https://doi.org/10.21203/rs.3.rs-885194/v1"
"282","Epomophorus gambianus","Pteropodidae","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/","https://doi.org/10.1093/ve/vex012"
"283","Epomophorus gambianus","Pteropodidae","Africa","Nigeria","Kia 2021 American Journal of Tropical Medicine and Hygiene https://doi.org/10.4269/ajtmh.19-0872","https://doi.org/10.4269/ajtmh.19-0872"
"284","Epomophorus gambianus","Pteropodidae","Africa","Guinea","Lacroix 2020 Viruses http://dx.doi.org/10.3390/v12080855","http://dx.doi.org/10.3390/v12080855"
"285","Epomophorus gambianus","Pteropodidae","Africa","Cameroon","Ntumvi 2021 bioRxiv https://doi.org/10.1101/2021.09.03.458874","https://doi.org/10.1101/2021.09.03.458874"
"286","Epomophorus labiatus","Pteropodidae","Africa","Rwanda","Nziza 2019 EcoHealth https://doi.org/10.1007/s10393-019-01458-8","https://doi.org/10.1007/s10393-019-01458-8"
"287","Epomophorus labiatus","Pteropodidae","Africa","Kenya","Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16","https://doi.org/10.1128/JVI.01953-16"
"288","Epomops buettikoferi","Pteropodidae","Africa","Ghana, Guinea, Ivory Coast, Sierra Leone","PREDICT database http://data.predict.global/","http://data.predict.global/"
"289","Epomops franqueti","Pteropodidae","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/","https://doi.org/10.1093/ve/vex012"
"290","Epomops franqueti","Pteropodidae","Africa","Democratic Republic of the Congo, Republic of the Congo","Kumakamba 2021 PLoS ONE https://doi.org/10.1371/journal.pone.0236971","https://doi.org/10.1371/journal.pone.0236971"
"291","Epomops franqueti","Pteropodidae","Africa","Cameroon","Ntumvi 2021 bioRxiv https://doi.org/10.1101/2021.09.03.458874","https://doi.org/10.1101/2021.09.03.458874"
"292","Lissonycteris angolensis","Pteropodidae","Africa","Guinea","Lacroix 2020 Viruses http://dx.doi.org/10.3390/v12080855","http://dx.doi.org/10.3390/v12080855"
"293","Lissonycteris angolensis","Pteropodidae","Africa","Rwanda, Tanzania, Uganda","Montecino-Latorre 2020 One Health Outlook https://doi.org/10.1186/s42522-019-0008-8","https://doi.org/10.1186/s42522-019-0008-8"
"294","Macroglossus minimus","Pteropodidae","Asia","Indonesia","Dharmayanti 2021 Journal of Veterinary Science https://doi.org/10.4142/jvs.2021.22.e70","https://doi.org/10.4142/jvs.2021.22.e70"
"295","Macroglossus minimus","Pteropodidae","Asia","Philippines","Tampon 2020 Philippine Journal of Science http://philjournalsci.dost.gov.ph/96-next-issue/vol-149-no-1-march-2020/1160-first-molecular-evidence-for-bat-betacoronavirus-in-mindanao","http://philjournalsci.dost.gov.ph/96-next-issue/vol-149-no-1-march-2020/1160-first-molecular-evidence-for-bat-betacoronavirus-in-mindanao"
"296","Macroglossus minimus","Pteropodidae","Asia","Philippines","Tsuda 2012 Arch Virol https://doi.org/10.1007/s00705-012-1410-z","https://doi.org/10.1007/s00705-012-1410-z"
"297","Megaerops ecaudatus","Pteropodidae","Asia","Malaysia","PREDICT database http://data.predict.global/","http://data.predict.global/"
"298","Megaerops kusnotoi","Pteropodidae","Asia","China","Xu 2016 Virologica Sinica https://doi.org/10.1007/s12250-016-3727-3","https://doi.org/10.1007/s12250-016-3727-3"
"299","Megaerops niphanae","Pteropodidae","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012","https://doi.org/10.1093/ve/vex012"
"300","Megaerops niphanae","Pteropodidae","Asia","Laos, Cambodia","Lacroix 2017 IGE https://doi.org/10.1016/j.meegid.2016.11.029","https://doi.org/10.1016/j.meegid.2016.11.029"
"301","Megaloglossus woermanni","Pteropodidae","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/","https://doi.org/10.1093/ve/vex012"
"302","Megaloglossus woermanni","Pteropodidae","Africa","Democratic Republic of the Congo, Republic of the Congo","Kumakamba 2021 PLoS ONE https://doi.org/10.1371/journal.pone.0236971","https://doi.org/10.1371/journal.pone.0236971"
"303","Megaloglossus woermanni","Pteropodidae","Africa","Cameroon","Ntumvi 2021 bioRxiv https://doi.org/10.1101/2021.09.03.458874","https://doi.org/10.1101/2021.09.03.458874"
"304","Micropteropus pusillus","Pteropodidae","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/","https://doi.org/10.1093/ve/vex012"
"305","Micropteropus pusillus","Pteropodidae","Africa","Democratic Republic of the Congo, Republic of the Congo","Kumakamba 2021 PLoS ONE https://doi.org/10.1371/journal.pone.0236971","https://doi.org/10.1371/journal.pone.0236971"
"306","Micropteropus pusillus","Pteropodidae","Africa","Central African Republic","Maganga 2014 PLoS ONE https://dx.doi.org/10.1371%2Fjournal.pone.0100172","https://dx.doi.org/10.1371%2Fjournal.pone.0100172"
"307","Micropteropus pusillus","Pteropodidae","Africa","Cameroon","Ntumvi 2021 bioRxiv https://doi.org/10.1101/2021.09.03.458874","https://doi.org/10.1101/2021.09.03.458874"
"308","Myonycteris angolensis","Pteropodidae","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/","https://doi.org/10.1093/ve/vex012"
"309","Myonycteris angolensis","Pteropodidae","Africa","Rwanda","Nziza 2019 EcoHealth https://doi.org/10.1007/s10393-019-01458-8","https://doi.org/10.1007/s10393-019-01458-8"
"310","Myonycteris torquata","Pteropodidae","Africa","Cameroon","Ntumvi 2021 bioRxiv https://doi.org/10.1101/2021.09.03.458874","https://doi.org/10.1101/2021.09.03.458874"
"311","Myonycteris torquata","Pteropodidae","Africa","Cameroon, DR Congo, Gabon, Republic of Congo","PREDICT database http://data.predict.global/","http://data.predict.global/"
"312","Nanonycteris veldkampii","Pteropodidae","Africa","Guinea","Lacroix 2020 Viruses http://dx.doi.org/10.3390/v12080855","http://dx.doi.org/10.3390/v12080855"
"313","Ptenochirus jagori","Pteropodidae","Asia","Philippines","Tsuda 2012 Arch Virol https://doi.org/10.1007/s00705-012-1410-z","https://doi.org/10.1007/s00705-012-1410-z"
"314","Ptenochirus jagori","Pteropodidae","Asia","Philippines","Watanabe 2010 EID https://dx.doi.org/10.3201%2Feid1608.100208","https://dx.doi.org/10.3201%2Feid1608.100208"
"315","Pteropus alecto","Pteropodidae","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012","https://doi.org/10.1093/ve/vex012"
"316","Pteropus alecto","Pteropodidae","Asia","Indonesia","Febriani 2018 IJTVBR https://doi.org/10.21157/ijtvbr.v3i2.12359","https://doi.org/10.21157/ijtvbr.v3i2.12359"
"317","Pteropus alecto","Pteropodidae","Asia, Oceania","Australia, Indonesia, Papua New Guinea","Smith 2016 EcoHealth https://doi.org/10.1007/s10393-016-1116-x","https://doi.org/10.1007/s10393-016-1116-x"
"318","Pteropus conspicillatus","Pteropodidae","Asia","Indonesia","PREDICT database http://data.predict.global/","http://data.predict.global/"
"319","Pteropus giganteus","Pteropodidae","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/","https://doi.org/10.1093/ve/vex012"
"320","Pteropus lylei","Pteropodidae","Asia","Cambodia, Thailand, Vietnam","PREDICT database http://data.predict.global/","http://data.predict.global/"
"321","Pteropus lylei","Pteropodidae","Asia","Thailand","Wacharapluesadee 2018 Virology Journal https://doi.org/10.1186/s12985-018-0950-6","https://doi.org/10.1186/s12985-018-0950-6"
"322","Pteropus medius","Pteropodidae","Asia","Bangladesh","Anthony 2013 mBio https://doi.org/10.1128/mBio.00598-13","https://doi.org/10.1128/mBio.00598-13"
"323","Pteropus medius","Pteropodidae","Asia","Sri Lanka","Kudagammana 2018 TED https://doi.org/10.1111/tbed.12851","https://doi.org/10.1111/tbed.12851"
"324","Pteropus medius","Pteropodidae","Asia","India","Yadav 2020 Indian Journal of Medical Research https://doi.org/https://doi.org/10.4103/ijmr.IJMR_795_20","https://doi.org/https://doi.org/10.4103/ijmr.IJMR_795_20"
"325","Pteropus rufus","Pteropodidae","Africa","Madagascar","Razanajatovo 2015 Virology J https://doi.org/10.1186/s12985-015-0271-y","https://doi.org/10.1186/s12985-015-0271-y"
"326","Rousettus aegyptiacus","Pteropodidae","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/","https://doi.org/10.1093/ve/vex012"
"327","Rousettus aegyptiacus","Pteropodidae","Africa","Guinea","Lacroix 2020 Viruses http://dx.doi.org/10.3390/v12080855","http://dx.doi.org/10.3390/v12080855"
"328","Rousettus aegyptiacus","Pteropodidae","Africa","Rwanda, Tanzania, Uganda","Montecino-Latorre 2020 One Health Outlook https://doi.org/10.1186/s42522-019-0008-8","https://doi.org/10.1186/s42522-019-0008-8"
"329","Rousettus aegyptiacus","Pteropodidae","Africa","Cameroon","Ntumvi 2021 bioRxiv https://doi.org/10.1101/2021.09.03.458874","https://doi.org/10.1101/2021.09.03.458874"
"330","Rousettus aegyptiacus","Pteropodidae","Africa","Rwanda","Nziza 2019 EcoHealth https://doi.org/10.1007/s10393-019-01458-8","https://doi.org/10.1007/s10393-019-01458-8"
"331","Rousettus aegyptiacus","Pteropodidae","Asia, Africa","Lebanon, Egypt","Shehata 2016 EID https://dx.doi.org/10.3201%2Feid2201.151397","https://dx.doi.org/10.3201%2Feid2201.151397"
"332","Rousettus aegyptiacus","Pteropodidae","Africa","Kenya","Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16","https://doi.org/10.1128/JVI.01953-16"
"333","Rousettus aegyptiacus","Pteropodidae","Africa","Kenya","Tong 2009 EID https://dx.doi.org/10.3201%2Feid1503.081013","https://dx.doi.org/10.3201%2Feid1503.081013"
"334","Rousettus aegyptiacus","Pteropodidae","Africa","Kenya","Waruhiu 2017 Vir Sinica https://doi.org/10.1007/s12250-016-3930-2","https://doi.org/10.1007/s12250-016-3930-2"
"335","Rousettus amplexicaudatus","Pteropodidae","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012","https://doi.org/10.1093/ve/vex012"
"336","Rousettus amplexicaudatus","Pteropodidae","Asia","Indonesia","Dharmayanti 2021 Journal of Veterinary Science https://doi.org/10.4142/jvs.2021.22.e70","https://doi.org/10.4142/jvs.2021.22.e70"
"337","Rousettus amplexicaudatus","Pteropodidae","Asia","Laos, Cambodia","Lacroix 2017 IGE https://doi.org/10.1016/j.meegid.2016.11.029","https://doi.org/10.1016/j.meegid.2016.11.029"
"338","Rousettus amplexicaudatus","Pteropodidae","Asia","Philippines","Tsuda 2012 Arch Virol https://doi.org/10.1007/s00705-012-1410-z","https://doi.org/10.1007/s00705-012-1410-z"
"339","Rousettus amplexicaudatus","Pteropodidae","Asia","Philippines","Watanabe 2010 EID https://dx.doi.org/10.3201%2Feid1608.100208","https://dx.doi.org/10.3201%2Feid1608.100208"
"340","Rousettus leschenaultii","Pteropodidae","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/","https://doi.org/10.1093/ve/vex012"
"341","Rousettus leschenaultii","Pteropodidae","Asia","China","Huang 2016 PLoS Path https://dx.doi.org/10.1371%2Fjournal.ppat.1005883","https://dx.doi.org/10.1371%2Fjournal.ppat.1005883"
"342","Rousettus leschenaultii","Pteropodidae","Asia","Laos, Cambodia","Lacroix 2017 IGE https://doi.org/10.1016/j.meegid.2016.11.029","https://doi.org/10.1016/j.meegid.2016.11.029"
"343","Rousettus leschenaultii","Pteropodidae","Asia","China","Lau 2010 Journal of Virology https://doi.org/10.1128/JVI.01121-10","https://doi.org/10.1128/JVI.01121-10"
"344","Rousettus leschenaultii","Pteropodidae","Asia","China","Lau 2012 Journal of Virology https://doi.org/10.1128/JVI.01305-12","https://doi.org/10.1128/JVI.01305-12"
"345","Rousettus leschenaultii","Pteropodidae","Asia","China","Lau 2015 Journal of Virology https://doi.org/10.1128/JVI.01048-15","https://doi.org/10.1128/JVI.01048-15"
"346","Rousettus leschenaultii","Pteropodidae","Asia","China","Lau 2021 Hong Kong Medical Journal https://www.hkmj.org/abstracts/v27 Suppl 2n3/23.htm","https://www.hkmj.org/abstracts/v27 Suppl 2n3/23.htm"
"347","Rousettus leschenaultii","Pteropodidae","Asia","China","Luo 2018 Virologica Sinica https://doi.org/10.1007/s12250-018-0017-2","https://doi.org/10.1007/s12250-018-0017-2"
"348","Rousettus leschenaultii","Pteropodidae","Asia","Sri Lanka","Muzeniek 2021 Vaccines https://doi.org/10.3390/vaccines9060650","https://doi.org/10.3390/vaccines9060650"
"349","Rousettus leschenaultii","Pteropodidae","Asia","China","Obameso 2017 Sci China Life Sci https://doi.org/10.1007/s11427-017-9263-6","https://doi.org/10.1007/s11427-017-9263-6"
"350","Rousettus leschenaultii","Pteropodidae","Asia","China","Woo 2007 J Virol https://doi.org/10.1128/JVI.02182-06","https://doi.org/10.1128/JVI.02182-06"
"351","Rousettus leschenaultii","Pteropodidae","Asia","China","Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1","https://doi.org/10.21203/rs.3.rs-885194/v1"
"352","Rousettus leschenaultii","Pteropodidae","Asia","China","Xu 2016 Virologica Sinica https://doi.org/10.1007/s12250-016-3727-3","https://doi.org/10.1007/s12250-016-3727-3"
"353","Rousettus madagascariensis","Pteropodidae","Africa","Madagascar","Joffrin 2020 Sci Rep https://doi.org/10.1038/s41598-020-63799-7","https://doi.org/10.1038/s41598-020-63799-7"
"354","Rhinolophus acuminatus","Rhinolophidae","Asia","Malaysia","PREDICT database http://data.predict.global/","http://data.predict.global/"
"355","Rhinolophus acuminatus","Rhinolophidae","Asia","Thailand","Wacharapluesadee 2021 Nature Communications https://doi.org/10.1038/s41467-021-21240-1","https://doi.org/10.1038/s41467-021-21240-1"
"356","Rhinolophus affinis","Rhinolophidae","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/","https://doi.org/10.1093/ve/vex012"
"357","Rhinolophus affinis","Rhinolophidae","Asia","China","Ge 2016 Virologica Sinica https://doi.org/10.1007/s12250-016-3713-9","https://doi.org/10.1007/s12250-016-3713-9"
"358","Rhinolophus affinis","Rhinolophidae","Asia","China","Guo 2021 bioRxiv https://doi.org/10.1101/2021.05.21.445091","https://doi.org/10.1101/2021.05.21.445091"
"359","Rhinolophus affinis","Rhinolophidae","Asia","China","Hu 2017 PLoS Pathog https://doi.org/10.1371/journal.ppat.1006698","https://doi.org/10.1371/journal.ppat.1006698"
"360","Rhinolophus affinis","Rhinolophidae","Asia","China","Latinne 2020 Nature Communications https://www.nature.com/articles/s41467-020-17687-33","https://www.nature.com/articles/s41467-020-17687-33"
"361","Rhinolophus affinis","Rhinolophidae","Asia","Cambodia, China, Laos, Malaysia","PREDICT database http://data.predict.global/","http://data.predict.global/"
"362","Rhinolophus affinis","Rhinolophidae","Asia","Laos","Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1","https://doi.org/10.21203/rs.3.rs-871965/v1"
"363","Rhinolophus affinis","Rhinolophidae","Asia","China","Wang 2019 Viruses https://doi.org/10.3390/v11040379","https://doi.org/10.3390/v11040379"
"364","Rhinolophus affinis","Rhinolophidae","Asia","China","Wu 2012 Journal of Virology  https://doi.org/10.1128/JVI.01394-12","https://doi.org/10.1128/JVI.01394-12"
"365","Rhinolophus affinis","Rhinolophidae","Asia","China","Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1","https://doi.org/10.21203/rs.3.rs-885194/v1"
"366","Rhinolophus affinis","Rhinolophidae","Asia","China","Zhou 2018 Nature https://doi.org/10.1038/s41586-018-0010-9","https://doi.org/10.1038/s41586-018-0010-9"
"367","Rhinolophus affinis","Rhinolophidae","Asia","China","Zhou 2020 Nature https://www.nature.com/articles/s41586-020-2012-7?rel=outboundd","https://www.nature.com/articles/s41586-020-2012-7?rel=outboundd"
"368","Rhinolophus blasii","Rhinolophidae","Europe","Bulgaria","Drexler 2010 Journal of Virology https://doi.org/10.1128/JVI.00650-10","https://doi.org/10.1128/JVI.00650-10"
"369","Rhinolophus blasii","Rhinolophidae","Africa, Asia","Liberia, Jordan","PREDICT database http://data.predict.global/","http://data.predict.global/"
"370","Rhinolophus cf. alcyone","Rhinolophidae","Africa","Cameroon","Ntumvi 2021 bioRxiv https://doi.org/10.1101/2021.09.03.458874","https://doi.org/10.1101/2021.09.03.458874"
"371","Rhinolophus cf. clivosus","Rhinolophidae","Africa","Rwanda, Tanzania, Uganda","Montecino-Latorre 2020 One Health Outlook https://doi.org/10.1186/s42522-019-0008-8","https://doi.org/10.1186/s42522-019-0008-8"
"372","Rhinolophus cf. clivosus","Rhinolophidae","Africa","Rwanda, Uganda","Wells 2021 Virus Evolution https://doi.org/10.1093/ve/veab007","https://doi.org/10.1093/ve/veab007"
"373","Rhinolophus clivosus","Rhinolophidae","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012","https://doi.org/10.1093/ve/vex012"
"374","Rhinolophus clivosus","Rhinolophidae","Africa","Rwanda","Markotter 2019 TMID https://doi.org/10.3390/tropicalmed4030099","https://doi.org/10.3390/tropicalmed4030099"
"375","Rhinolophus clivosus","Rhinolophidae","Africa","Rwanda","Nziza 2019 EcoHealth https://doi.org/10.1007/s10393-019-01458-8","https://doi.org/10.1007/s10393-019-01458-8"
"376","Rhinolophus cornutus","Rhinolophidae","Asia","China","Murakami 2020 Emerging Infectious Diseases https://doi.org/10.3201/eid2612.203386","https://doi.org/10.3201/eid2612.203386"
"377","Rhinolophus cornutus","Rhinolophidae","Asia","Japan","Suzuki 2014 JVMS https://doi.org/10.1292/jvms.14-0012","https://doi.org/10.1292/jvms.14-0012"
"378","Rhinolophus creaghi","Rhinolophidae","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/","https://doi.org/10.1093/ve/vex012"
"379","Rhinolophus darlingi","Rhinolophidae","Africa","Guinea","Lacroix 2020 Viruses http://dx.doi.org/10.3390/v12080855","http://dx.doi.org/10.3390/v12080855"
"380","Rhinolophus euryale","Rhinolophidae","Africa","Morocco","Ar Gouilh 2018 Virology https://doi.org/10.1016/j.virol.2018.01.014","https://doi.org/10.1016/j.virol.2018.01.014"
"381","Rhinolophus euryale","Rhinolophidae","Europe","Bulgaria","Drexler 2010 Journal of Virology https://doi.org/10.1128/JVI.00650-10","https://doi.org/10.1128/JVI.00650-10"
"382","Rhinolophus euryale","Rhinolophidae","Europe","Hungary","Kemenesi 2014 VBZD https://doi.org/10.1089/vbz.2014.1637","https://doi.org/10.1089/vbz.2014.1637"
"383","Rhinolophus euryale","Rhinolophidae","Asia","Jordan","PREDICT database http://data.predict.global/","http://data.predict.global/"
"384","Rhinolophus ferrumequinum","Rhinolophidae","Europe","Russia","Alkhovsky 2021 bioRxiv https://doi.org/10.1101/2021.05.17.444362","https://doi.org/10.1101/2021.05.17.444362"
"385","Rhinolophus ferrumequinum","Rhinolophidae","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/","https://doi.org/10.1093/ve/vex012"
"386","Rhinolophus ferrumequinum","Rhinolophidae","Europe","France, Spain","Ar Gouilh 2018 Virology https://doi.org/10.1016/j.virol.2018.01.014","https://doi.org/10.1016/j.virol.2018.01.014"
"387","Rhinolophus ferrumequinum","Rhinolophidae","Europe","Italy","Balboni 2011 Epidemiol Infect https://doi.org/10.1017/S0950268810001147","https://doi.org/10.1017/S0950268810001147"
